Date,carbon.Price,carbon.Open,carbon.High,carbon.Low,carbon.Vol,clean,oil.Price,oil.Open,oil.High,oil.Low,oil.Vol,wtioil.Price,wtioil.Open,wtioil.High,wtioil.Low,wtioil.Vol,ttfngas.Price,ttfngas.Open,ttfngas.High,ttfngas.Low,ttfngas.Vol,ngas.Price,ngas.Open,ngas.High,ngas.Low,ngas.Vol,coal.Price,coal.Open,coal.High,coal.Low,coal.Vol,newcoal.Price,newcoal.Open,newcoal.High,newcoal.Low,newcoal.Vol,stoxx.Price,stoxx.Open,stoxx.High,stoxx.Low,stoxx.Vol,cac.Price,cac.Open,cac.High,cac.Low,cac.Vol,dax.Price,dax.Open,dax.High,dax.Low,dax.Vol,mib.Price,mib.Open,mib.High,mib.Low,mib.Vol,ibex.Price,ibex.Open,ibex.High,ibex.Low,ibex.Vol,ftse.Price,ftse.Open,ftse.High,ftse.Low,ftse.Vol,n4j24.Price,n8j24.Price,ygj24.Price,zgh24.Price,ruh24.Price,rvh24.Price,x1h24.Price,x2h24.Price,yih24.Price,zih24.Price,zuj24.Price,zvj24.Price,inkj24.Price,jntj24.Price,jzj24.Price,lvh24.Price,dsh24.Price,hoj24.Price,rbk24.Price,lfk24.Price
2022-07-15,85.38,83.53,85.74,83.51,14.3,1201.82,101.16,99.91,102.64,98.17,218.09,97.59,96.39,99.03,94.57,240.77,159.567,173.03,174.75,156.955,34.61,200.29,235.0,235.0,195.0,3.8,385.05,385.05,385.05,385.05,0.0,406.55,410.0,410.0,410.0,0.0,413.78,407.41,414.0,406.52,215570.0,6036.0,5935.28,6043.8,5901.38,76210.0,12864.72,12562.15,12875.67,12532.94,77500.0,20933.26,20568.47,20977.18,20469.13,554130.0,7945.9,7821.3,7969.3,7806.2,197820.0,7159.01,7039.81,7167.85,7038.15,782830.0,162.91,193.32,,,427.04,742.82,256.82,374.51,,,200.65,235.7,24.822,25.135,85.998,203.6,76.896,2.7838,2.3739,830.0
2022-07-18,84.94,85.5,85.5,83.7,12.22,1235.38,106.27,100.82,106.48,99.46,213.5,102.6,97.27,102.8,95.85,84.67,157.258,164.76,168.5,154.505,29.26,193.68,200.29,213.0,185.0,3.77,374.0,374.0,374.0,374.0,0.01,396.05,396.05,396.05,396.05,0.0,417.63,414.73,420.0,414.73,173020.0,6091.91,6070.21,6136.02,6059.87,59880.0,12959.81,12935.05,13062.23,12913.69,61270.0,21169.12,20933.26,21294.34,20931.05,420230.0,7963.1,8004.7,8030.1,7926.8,156060.0,7223.24,7159.01,7268.88,7159.01,668120.0,165.65,192.51,,,428.22,742.24,255.73,369.97,,,193.6,233.88,24.95,25.209,85.529,192.8,80.203,2.7971,2.4544,844.0
2022-07-19,83.65,85.2,85.2,82.8,20.97,1249.32,107.35,105.74,107.61,103.6,226.4,104.22,102.0,104.46,99.85,63.15,154.457,161.0,164.95,152.155,42.2,216.53,198.62,232.99,198.62,4.09,375.0,370.0,375.0,368.0,0.1,399.65,399.0,399.0,399.0,0.0,423.41,416.18,423.87,414.61,190110.0,6201.22,6031.6,6213.88,6028.79,74720.0,13308.41,12884.83,13351.2,12827.89,73420.0,21696.2,21003.45,21704.78,21002.38,470560.0,8125.1,7920.4,8161.2,7912.7,201690.0,7296.28,7223.24,7308.99,7174.4,665790.0,180.01,208.51,,,433.3,762.33,260.31,367.41,,,192.89,234.12,24.782,25.208,84.735,197.3,80.423,2.8317,2.4738,833.75
2022-07-20,78.84,83.6,83.64,78.7,38.18,1261.67,106.92,107.07,107.45,105.08,186.7,102.26,103.6,104.39,101.51,28.96,155.038,153.0,164.31,150.785,44.23,268.32,216.53,288.33,216.53,3.23,376.95,375.0,380.0,375.0,0.02,408.6,408.6,408.6,408.6,,422.51,423.57,425.63,420.84,231470.0,6184.66,6229.79,6245.47,6151.36,76810.0,13281.98,13356.67,13399.4,13129.13,75180.0,21348.42,21770.96,21841.55,21206.89,520750.0,8028.9,8156.8,8173.3,7989.6,176080.0,7264.31,7296.28,7347.6,7253.56,1060000.0,176.32,207.51,,,431.01,781.45,250.3,353.15,,,183.92,223.73,24.507,26.296,84.059,196.1,80.291,2.8372,2.4667,840.0
2022-07-21,78.11,79.2,79.8,77.65,31.89,1253.44,103.86,106.49,106.78,101.5,228.7,96.35,99.91,99.99,94.59,318.91,155.6,145.0,158.625,145.0,37.9,296.13,270.0,313.01,219.09,4.17,376.05,377.0,377.0,377.0,0.03,403.4,403.4,403.4,403.4,,424.39,422.17,424.39,420.03,240790.0,6201.11,6160.37,6233.98,6143.06,78630.0,13246.64,13261.82,13318.64,13097.75,87890.0,21196.59,20918.0,21322.81,20724.86,724200.0,8012.7,7981.6,8105.7,7970.3,218620.0,7270.51,7264.31,7274.73,7200.14,797900.0,176.83,204.27,,,428.69,775.8,248.65,351.04,,,178.26,221.66,24.349,26.354,83.86,195.3,78.851,2.809,2.4165,831.5
2022-07-22,76.3,78.2,79.8,76.0,28.56,1253.04,103.2,103.86,105.72,101.9,137.24,94.7,96.51,97.95,94.23,307.57,159.864,160.0,166.75,159.25,31.8,312.18,290.05,335.0,290.0,3.59,376.3,376.0,376.0,376.0,0.05,409.2,409.2,409.2,409.2,,425.71,424.29,427.85,423.13,182360.0,6216.82,6174.29,6247.35,6168.77,68730.0,13253.68,13179.56,13367.04,13171.14,76080.0,21211.98,21165.04,21385.17,21093.98,446860.0,8051.6,8009.4,8085.3,7999.3,181050.0,7276.37,7270.51,7315.34,7254.02,606880.0,179.11,208.93,,,428.78,775.14,251.81,355.48,,,179.19,220.06,24.918,27.134,85.376,199.9,78.303,2.7618,2.403,838.75
2022-07-25,76.37,76.12,78.42,75.49,22.15,1261.86,105.15,103.85,105.38,101.64,123.67,96.7,95.1,96.94,93.01,279.0,176.616,159.005,179.0,159.005,28.92,320.47,317.0,329.93,300.0,2.75,387.35,386.0,386.0,386.0,0.01,410.25,410.25,410.25,410.25,,426.25,425.04,427.22,423.27,168470.0,6237.55,6198.83,6260.13,6177.14,60390.0,13210.32,13183.24,13337.06,13151.86,56560.0,21382.71,21152.62,21413.62,21115.01,370610.0,8085.6,8021.9,8103.4,8015.7,124360.0,7306.3,7276.37,7309.65,7242.9,711400.0,179.28,208.04,,,426.62,775.84,253.68,360.31,,,179.81,219.83,25.508,27.364,87.246,216.5,79.97,2.8155,2.4466,835.5
2022-07-26,76.68,76.69,77.5,75.85,19.52,1248.75,104.4,104.73,107.34,103.99,110.0,94.98,96.33,99.0,94.76,310.04,199.918,179.0,214.55,177.5,40.06,352.15,327.76,375.97,327.76,3.5,389.5,389.5,389.5,389.5,0.01,414.0,414.0,414.0,414.0,,426.13,426.2,427.45,425.28,172790.0,6211.45,6225.17,6243.86,6194.96,60560.0,13096.93,13181.92,13197.95,13042.41,58210.0,21159.98,21350.81,21371.04,21146.17,377530.0,8069.6,8063.1,8097.0,8033.5,129250.0,7306.28,7306.3,7365.37,7301.19,730910.0,189.75,218.97,,,414.47,781.85,262.23,358.59,,,189.21,227.0,27.592,29.451,94.587,232.0,80.142,2.8345,2.4521,841.5
2022-07-27,76.14,76.61,77.79,75.78,14.5,1293.81,106.62,104.75,107.86,103.73,77.69,97.26,95.6,98.59,94.3,321.9,205.225,208.0,228.0,191.215,46.82,371.62,389.99,399.99,347.25,3.19,387.0,387.0,387.0,387.0,0.02,411.5,411.5,411.5,411.5,,428.12,426.73,429.25,426.65,223830.0,6257.94,6206.25,6267.8,6199.93,69640.0,13166.38,13158.64,13204.58,13089.96,79900.0,21480.7,21291.66,21497.83,21252.41,393250.0,8124.4,8106.5,8149.7,8054.2,147900.0,7348.23,7306.28,7365.22,7306.28,1190000.0,192.58,221.47,,,391.38,783.11,260.19,356.33,,,176.99,218.63,27.156,28.747,93.294,224.7,82.22,2.8755,2.5059,853.25
2022-07-28,78.96,76.25,80.12,76.07,16.57,1390.71,107.14,107.31,109.06,106.0,80.84,96.42,98.17,99.84,96.04,318.4,198.93,194.3,207.0,194.3,31.32,317.59,360.0,372.99,300.0,7.33,390.25,390.25,390.25,390.25,0.0,411.4,411.4,411.4,411.4,,432.77,429.52,432.77,428.34,202950.0,6339.21,6304.13,6339.21,6236.57,92170.0,13282.11,13214.41,13289.39,13091.26,74310.0,21932.06,21700.42,21932.06,21636.19,419820.0,8084.9,8193.7,8196.4,7995.4,250670.0,7345.25,7348.23,7396.2,7308.99,744540.0,193.96,223.34,,,387.86,790.53,258.48,356.25,,,173.03,208.65,26.915,29.233,92.254,231.55,81.669,2.8587,2.4886,853.75
2022-07-29,78.55,78.96,79.5,77.54,18.6,1424.16,110.01,108.0,110.67,106.9,9.13,98.62,97.3,101.88,96.41,349.37,190.915,199.85,202.96,188.9,25.58,351.92,376.11,387.69,350.0,2.57,388.0,388.0,388.0,388.0,,407.9,407.9,407.9,407.9,,438.29,433.56,439.01,433.56,227460.0,6448.5,6413.1,6472.27,6397.91,103120.0,13484.05,13353.28,13515.03,13340.59,82630.0,22405.48,22196.54,22494.08,22119.54,526840.0,8156.2,8140.3,8207.8,8134.1,249070.0,7423.43,7345.25,7441.2,7345.25,883360.0,197.47,224.75,,,390.46,790.04,264.51,352.23,,,162.21,228.78,27.627,30.073,94.156,223.1,83.208,2.8377,2.5058,863.0
2022-08-01,80.58,78.5,80.87,78.1,11.87,1415.94,100.03,103.92,104.43,99.09,272.84,93.89,98.46,98.65,92.42,365.29,200.794,192.0,203.255,188.0,23.45,349.23,370.0,370.0,348.0,2.59,365.5,368.4,368.4,365.0,0.1,405.0,405.0,405.0,405.0,,437.46,437.63,439.9,437.11,155300.0,6436.86,6447.18,6484.08,6434.12,64440.0,13479.63,13471.2,13570.22,13464.9,57230.0,22429.47,22487.91,22808.2,22429.47,385200.0,8085.1,8161.9,8230.7,8071.8,162090.0,7413.42,7446.01,7471.87,7408.94,551730.0,207.49,235.09,,,392.01,803.29,273.9,364.07,,,170.31,235.74,29.61,31.056,99.812,214.2,81.501,2.7912,2.443,825.25
2022-08-02,81.95,80.15,82.25,79.64,19.58,1430.02,100.54,99.87,102.41,98.49,229.68,94.42,93.75,96.47,92.59,328.54,205.174,199.985,210.8,199.985,28.09,361.48,357.0,370.75,352.0,4.07,366.05,367.0,367.0,364.0,0.1,403.5,403.5,403.5,403.5,,436.07,436.43,436.92,433.52,159650.0,6409.8,6424.68,6429.05,6381.43,66080.0,13449.2,13419.19,13484.55,13335.39,56680.0,22351.02,22386.03,22402.39,22156.37,345530.0,8096.9,8060.6,8122.5,8049.8,154640.0,7409.11,7413.42,7433.34,7386.76,622640.0,209.56,237.61,,,402.31,793.85,285.62,374.79,,,168.38,241.58,30.292,32.081,102.573,216.3,82.461,2.7943,2.4724,841.75
2022-08-03,83.99,81.83,84.1,81.65,14.09,1392.31,96.78,99.73,102.41,96.5,293.11,90.66,93.83,96.57,90.38,395.1,199.195,203.0,207.74,197.4,26.22,370.2,365.03,383.19,365.0,2.78,355.0,365.0,365.0,355.0,0.12,393.5,393.5,393.5,393.5,0.01,438.29,435.79,438.47,434.8,208200.0,6472.06,6404.1,6475.54,6398.99,78440.0,13587.56,13398.7,13595.07,13388.34,63640.0,22574.9,22374.68,22581.15,22300.29,427580.0,8142.1,8092.6,8161.3,8066.3,146690.0,7445.68,7409.11,7445.9,7372.71,878400.0,211.78,241.45,,,447.42,804.05,305.15,375.06,,,161.83,240.38,30.563,32.95,104.004,212.5,81.144,2.7742,2.4235,834.75
2022-08-04,84.19,83.6,84.85,83.28,17.59,1419.91,94.12,97.1,97.66,93.2,264.81,88.54,90.95,91.9,87.55,334.93,199.248,195.0,202.765,190.0,33.56,379.17,365.0,387.0,365.0,4.43,329.5,345.0,345.0,326.9,0.07,385.0,390.0,390.0,390.0,0.02,439.06,438.13,441.81,438.04,198770.0,6513.39,6476.72,6555.71,6475.05,75070.0,13662.68,13629.7,13792.88,13628.57,64720.0,22645.84,22650.38,22879.89,22589.57,456260.0,8161.1,8148.0,8214.4,8133.9,135700.0,7448.06,7445.68,7491.74,7417.49,856620.0,220.98,250.01,,,453.02,863.18,308.25,382.48,,,171.23,243.68,31.196,33.064,105.372,207.15,78.595,2.7179,2.3597,817.75
2022-08-05,84.76,84.31,85.45,83.5,12.35,1436.16,94.92,93.65,96.4,92.78,216.2,89.01,88.06,90.76,87.01,350.02,196.32,198.005,206.0,193.8,32.13,373.63,385.19,391.5,366.37,6.71,313.65,320.0,320.0,313.0,0.08,361.0,361.0,361.0,361.0,0.05,435.72,439.11,439.43,435.08,156130.0,6472.35,6512.62,6523.03,6449.72,71660.0,13573.93,13642.91,13693.34,13562.62,62480.0,22586.88,22677.03,22732.03,22499.65,401950.0,8168.0,8151.2,8198.0,8120.5,144260.0,7439.74,7448.06,7470.63,7420.16,598720.0,224.36,254.49,,,458.29,867.26,307.69,395.1,,,167.8,258.68,31.729,33.86,107.459,190.6,78.774,2.6989,2.3645,822.0
2022-08-08,83.81,85.0,85.5,83.65,12.98,1443.64,96.65,94.51,96.82,93.01,201.25,90.76,88.46,90.89,87.22,340.16,193.055,195.2,200.5,191.0,24.68,355.14,380.0,380.0,351.92,3.18,320.0,325.0,325.0,325.0,0.01,371.0,371.0,371.0,371.0,0.02,438.93,437.0,441.01,437.0,141860.0,6524.44,6510.45,6564.24,6503.27,57500.0,13687.69,13703.38,13745.59,13604.55,51640.0,22727.94,22721.97,22827.98,22559.87,292730.0,8272.5,8220.9,8294.4,8193.3,118570.0,7482.37,7439.74,7513.76,7439.74,626010.0,226.68,256.24,,,462.13,911.87,311.21,399.16,,,166.61,239.86,32.809,33.958,110.37,187.15,80.714,2.7215,2.4268,820.5
2022-08-09,85.93,84.18,86.08,83.95,12.99,1446.61,96.31,96.36,98.4,94.9,219.67,90.5,90.69,92.65,89.05,347.05,192.184,189.005,196.675,187.5,27.73,357.24,331.75,370.39,331.74,2.39,328.75,319.0,324.0,319.0,0.1,384.5,384.5,384.5,384.5,,435.98,438.54,438.91,435.47,147620.0,6490.0,6514.52,6530.35,6480.06,60130.0,13534.97,13703.38,13745.59,13514.71,51020.0,22488.49,22728.09,22770.86,22469.68,288700.0,8311.9,8260.0,8339.6,8245.6,115020.0,7488.15,7482.37,7504.64,7475.04,648380.0,237.73,266.45,,,474.24,948.34,313.15,401.61,,,168.26,224.07,34.633,36.036,116.148,199.2,80.383,2.7576,2.4269,830.0
2022-08-10,85.92,85.5,86.3,84.25,14.48,1510.81,97.4,96.34,97.97,93.63,247.74,91.93,90.51,92.43,87.66,383.77,205.367,194.5,207.28,193.5,33.38,389.82,374.99,399.8,371.56,4.2,342.0,342.0,342.0,342.0,0.1,398.65,398.65,398.65,398.65,,439.88,435.72,440.28,433.87,167160.0,6523.44,6467.1,6545.64,6453.79,67980.0,13700.93,13482.63,13715.56,13455.7,56490.0,22702.44,22418.92,22733.01,22354.02,279040.0,8352.8,8299.6,8367.2,8295.9,131020.0,7507.11,7488.15,7520.72,7468.64,741050.0,252.61,280.04,,,502.54,987.52,332.06,415.91,,,190.43,239.53,38.316,39.812,126.507,212.7,81.823,2.7955,2.4875,825.25
2022-08-11,87.55,85.98,88.03,85.35,15.57,1492.98,99.6,97.04,100.17,96.63,219.42,94.34,91.55,95.05,91.24,341.23,208.11,208.0,216.66,205.645,33.76,401.65,402.25,422.05,396.05,3.25,344.0,344.0,344.0,344.0,0.08,401.0,401.0,401.0,401.0,,440.16,440.93,441.92,439.29,147770.0,6544.67,6560.21,6562.32,6499.63,63490.0,13694.51,13747.07,13763.26,13661.17,54580.0,22858.18,22814.26,22870.02,22755.36,277060.0,8380.0,8386.0,8420.4,8368.9,104910.0,7465.91,7507.11,7515.0,7460.11,629900.0,275.16,303.78,,,581.5,1021.57,357.61,450.31,,,206.51,264.17,40.43,42.319,133.333,210.15,82.79,2.8376,2.5076,837.5
2022-08-12,88.87,86.9,89.25,86.82,16.55,1503.78,98.15,99.33,100.38,96.94,188.13,92.09,94.09,94.81,91.16,264.95,206.108,207.65,211.525,202.25,36.61,395.8,394.0,408.0,391.88,2.61,350.5,348.0,350.25,348.0,0.0,407.65,407.65,407.65,407.65,,440.87,440.52,442.26,439.52,150800.0,6553.86,6553.24,6587.84,6539.75,59400.0,13795.85,13709.83,13813.05,13705.02,58500.0,22970.73,22869.05,23015.45,22865.82,432560.0,8400.4,8383.5,8453.0,8371.4,118970.0,7500.89,7465.91,7516.83,7464.12,497630.0,280.47,308.75,,,571.76,1063.7,359.6,451.3,,,209.87,266.76,40.508,42.472,134.726,213.4,82.072,2.8193,2.4865,841.75
2022-08-15,90.78,89.35,90.87,88.5,14.7,1508.03,95.1,97.72,98.17,92.78,217.57,89.41,91.94,92.1,86.82,275.44,220.11,207.0,230.0,205.82,26.34,422.75,400.0,443.0,399.99,3.12,353.9,352.0,354.0,352.0,0.01,407.5,407.5,407.5,407.5,,442.35,441.65,443.06,440.06,131720.0,6569.95,6582.63,6586.96,6532.48,41050.0,13816.61,13847.88,13857.98,13736.0,37840.0,,,,,,8427.0,8423.9,8429.3,8384.4,82280.0,7509.15,7500.89,7539.21,7463.51,460480.0,286.89,312.33,,,587.89,1084.76,374.39,481.87,,,224.25,274.38,41.727,43.493,139.219,232.05,80.833,2.7817,2.4387,824.25
2022-08-16,92.08,90.07,92.66,90.07,18.19,1487.21,92.34,94.01,95.95,91.71,217.75,86.53,87.93,90.65,85.73,305.37,225.914,230.0,251.73,220.25,37.32,442.34,440.0,508.0,433.5,2.86,358.05,360.0,360.0,358.0,0.16,405.0,405.0,405.0,405.0,,443.07,443.03,444.46,441.87,140200.0,6592.58,6580.99,6608.83,6568.58,56350.0,13910.12,13849.62,13947.85,13824.97,50950.0,22997.83,23083.26,23153.68,22961.54,335460.0,8511.9,8448.7,8527.3,8440.4,118720.0,7536.06,7509.15,7563.67,7509.15,513900.0,295.17,323.71,,,603.52,1114.1,392.28,525.51,,,241.24,295.11,43.175,44.255,144.102,239.2,79.756,2.7809,2.4082,823.25
2022-08-17,95.8,92.35,96.44,92.23,18.64,1482.27,93.65,92.67,94.48,91.51,199.19,88.11,87.1,89.16,85.88,230.35,225.835,223.0,237.38,220.0,34.82,439.96,453.58,467.01,434.0,3.54,359.75,360.0,361.0,358.0,0.01,413.9,413.9,413.9,413.9,,439.03,443.71,444.4,438.42,139350.0,6528.32,6608.64,6608.64,6517.99,62910.0,13626.71,13928.12,13930.57,13610.44,57250.0,22757.81,23090.61,23153.82,22726.49,306880.0,8434.8,8520.2,8540.0,8426.5,113540.0,7515.75,7536.06,7554.04,7501.54,505660.0,301.87,331.39,,,608.43,1118.42,396.73,553.64,,,247.12,307.8,43.419,44.403,145.278,248.1,80.585,2.8153,2.4399,827.5
