Date,carbon.Price,carbon.Open,carbon.High,carbon.Low,carbon.Vol,clean,oil.Price,oil.Open,oil.High,oil.Low,oil.Vol,wtioil.Price,wtioil.Open,wtioil.High,wtioil.Low,wtioil.Vol,ttfngas.Price,ttfngas.Open,ttfngas.High,ttfngas.Low,ttfngas.Vol,ngas.Price,ngas.Open,ngas.High,ngas.Low,ngas.Vol,coal.Price,coal.Open,coal.High,coal.Low,coal.Vol,newcoal.Price,newcoal.Open,newcoal.High,newcoal.Low,newcoal.Vol,stoxx.Price,stoxx.Open,stoxx.High,stoxx.Low,stoxx.Vol,cac.Price,cac.Open,cac.High,cac.Low,cac.Vol,dax.Price,dax.Open,dax.High,dax.Low,dax.Vol,mib.Price,mib.Open,mib.High,mib.Low,mib.Vol,ibex.Price,ibex.Open,ibex.High,ibex.Low,ibex.Vol,ftse.Price,ftse.Open,ftse.High,ftse.Low,ftse.Vol,n4j24.Price,n8j24.Price,ygj24.Price,zgh24.Price,ruh24.Price,rvh24.Price,x1h24.Price,x2h24.Price,yih24.Price,zih24.Price,zuj24.Price,zvj24.Price,inkj24.Price,jntj24.Price,jzj24.Price,lvh24.Price,dsh24.Price,hoj24.Price,rbk24.Price,lfk24.Price
2022-11-14,75.23,75.69,76.0,74.59,20.13,1297.64,93.14,95.87,96.95,92.5,248.25,85.87,89.02,89.84,85.15,315.45,113.704,99.75,117.775,99.5,39.28,272.88,237.9,286.47,237.9,2.82,194.0,194.0,194.0,194.0,,330.35,330.35,330.35,330.35,,432.86,432.68,435.65,432.38,180940.0,6609.17,6622.42,6662.07,6603.56,78280.0,14313.3,14295.81,14431.18,14243.35,72410.0,24596.69,24582.83,24725.05,24512.41,394240.0,8166.5,8123.2,8210.8,8110.4,142670.0,7385.17,7318.04,7413.82,7317.57,730720.0,190.9,230.59,,,466.95,703.36,307.42,476.67,,,177.94,227.77,30.796,29.94,103.82,165.75,76.508,2.7591,2.3656,787.25
2022-11-15,76.65,75.03,77.25,74.0,20.44,1321.89,93.86,92.59,95.77,91.53,317.5,86.92,85.25,88.68,84.06,331.71,124.104,117.5,128.095,117.5,38.79,298.95,300.0,313.5,292.0,2.86,203.5,200.0,203.0,200.0,0.01,341.0,341.0,341.0,341.0,0.01,434.44,433.03,436.41,432.23,218420.0,6641.66,6626.82,6684.09,6621.82,75500.0,14378.51,14372.42,14440.78,14266.42,77960.0,24699.75,24672.73,24764.28,24498.49,499690.0,8188.4,8161.0,8192.1,8117.3,182290.0,7369.44,7385.17,7413.01,7344.85,930140.0,199.8,240.27,,,479.06,716.77,322.53,484.29,,,187.34,229.25,33.24,31.27,111.302,177.25,78.018,2.8025,2.3891,799.25
2022-11-16,73.41,77.0,77.41,73.08,30.68,1311.32,92.86,94.11,94.79,91.67,257.62,85.59,86.89,87.51,84.2,225.67,113.9,118.88,122.0,106.65,33.46,269.73,280.0,294.47,256.0,2.04,197.0,200.0,200.0,200.0,0.02,332.55,332.55,332.55,332.55,0.02,430.17,433.85,434.4,429.55,193480.0,6607.22,6647.4,6656.33,6587.2,85200.0,14234.03,14374.86,14382.62,14195.31,76200.0,24531.27,24724.89,24759.24,24514.4,483660.0,8101.4,8175.1,8188.7,8075.0,163760.0,7351.19,7369.44,7394.42,7341.59,764630.0,195.42,236.93,,,476.81,706.56,314.41,468.62,,,179.9,225.83,31.451,30.418,104.464,169.65,76.758,2.7723,2.3633,790.75
2022-11-17,72.4,73.55,74.71,71.89,21.45,1306.76,89.78,92.73,92.91,89.53,313.53,81.64,85.22,85.45,81.4,138.48,112.556,105.0,116.5,102.25,35.89,267.85,250.0,277.99,250.0,3.16,202.0,202.0,202.0,202.0,0.02,334.6,334.6,334.6,334.6,0.02,428.38,430.78,432.45,425.7,175800.0,6576.12,6624.47,6634.73,6522.28,70510.0,14266.38,14348.46,14384.54,14149.7,58050.0,24339.67,24626.0,24679.8,24184.06,465800.0,8040.7,8105.1,8123.2,7986.1,139500.0,7346.54,7351.19,7354.07,7294.75,751940.0,196.31,237.87,,,417.84,652.7,313.64,472.5,,,180.72,227.74,30.889,30.018,102.769,169.25,75.42,2.7194,2.3146,771.0
2022-11-18,72.47,72.38,73.99,71.95,19.32,1310.98,87.62,90.1,90.63,85.8,379.66,80.08,82.09,82.64,77.24,96.58,115.509,115.0,116.86,107.155,40.87,271.51,265.0,274.0,256.25,3.12,207.65,207.65,207.65,207.65,,343.45,343.45,343.45,343.45,0.01,433.33,430.03,433.84,429.82,211860.0,6644.46,6620.58,6667.2,6601.56,83550.0,14431.86,14320.61,14457.76,14300.21,93250.0,24675.18,24501.35,24700.21,24421.76,568160.0,8127.8,8107.0,8127.8,8048.5,178690.0,7385.52,7346.54,7423.51,7343.5,844250.0,196.98,238.44,210.92,493.26,435.24,661.22,307.8,467.53,284.1,338.36,180.9,223.14,31.294,30.84,103.301,183.1,75.122,2.7063,2.2997,764.5
2022-11-21,74.28,72.44,75.18,71.68,15.86,1298.75,87.45,87.74,87.98,82.31,354.6,79.73,80.3,80.3,75.08,21.98,116.128,110.0,121.0,110.0,36.02,268.99,270.0,282.0,264.99,4.96,216.2,216.2,216.2,216.2,,351.0,351.0,351.0,351.0,,433.06,432.85,434.38,431.9,166290.0,6634.45,6625.1,6649.76,6613.92,65020.0,14379.93,14395.53,14425.95,14321.84,48080.0,24356.05,24509.4,24567.07,24315.47,442470.0,8188.4,8102.9,8198.5,8100.5,155120.0,7376.85,7385.52,7402.79,7343.37,666220.0,202.69,244.72,213.29,495.54,450.24,683.86,309.87,469.7,285.09,336.62,179.47,226.7,30.7,30.423,102.166,199.15,75.603,2.7195,2.3294,752.75
2022-11-22,73.87,74.7,74.7,73.44,12.48,1314.56,88.36,87.76,89.9,87.35,190.85,80.95,80.22,82.36,79.85,269.62,119.639,117.375,124.95,114.37,47.37,274.29,268.27,290.0,268.0,6.19,213.0,213.0,213.0,213.0,,347.15,347.15,347.15,347.15,,436.22,433.39,436.91,432.88,160080.0,6657.53,6643.7,6669.17,6615.58,63960.0,14422.35,14352.54,14485.49,14343.8,50370.0,24590.5,24456.2,24656.77,24351.3,356510.0,8325.0,8203.3,8345.6,8200.3,215620.0,7452.84,7376.85,7458.88,7373.56,574080.0,201.28,243.09,222.51,501.77,466.63,703.51,319.1,474.96,289.67,341.03,189.31,236.39,31.418,32.041,104.119,204.7,75.852,2.7299,2.3481,781.75
2022-11-23,75.87,74.07,76.88,73.61,14.45,1327.08,85.41,88.47,89.56,84.12,212.14,77.94,81.08,81.95,76.83,379.15,129.62,127.75,133.9,122.0,45.49,301.72,300.0,305.97,285.82,4.7,213.9,213.9,213.9,213.9,,346.45,346.45,346.45,346.45,,438.82,436.37,439.19,435.56,185290.0,6679.09,6677.97,6681.41,6642.03,55280.0,14427.59,14438.2,14446.33,14363.51,51120.0,24581.14,24612.91,24612.91,24398.94,427040.0,8331.2,8338.8,8344.0,8288.4,154540.0,7465.24,7452.84,7498.34,7452.84,867360.0,200.02,241.88,226.12,505.17,475.97,705.94,323.6,481.37,286.77,340.13,192.72,240.32,32.592,33.113,107.133,210.0,75.044,2.6997,2.3362,768.5
2022-11-24,78.69,76.05,78.75,75.64,14.09,1340.86,85.34,85.04,85.54,83.9,75.61,77.95,77.53,78.19,76.92,,123.785,130.0,133.0,119.695,35.53,291.69,295.0,297.0,281.99,4.93,213.8,213.8,213.8,213.8,,347.35,347.75,347.75,347.75,0.01,440.84,438.4,441.62,438.25,134090.0,6707.32,6683.44,6730.16,6679.8,53780.0,14539.56,14456.15,14570.71,14447.55,50500.0,24730.89,24634.3,24761.27,24593.41,311230.0,8388.1,8341.3,8412.5,8339.2,137790.0,7466.6,7465.24,7488.07,7443.46,418290.0,202.87,244.05,224.75,498.2,467.66,704.42,319.57,482.27,281.3,333.72,187.56,237.06,,,104.264,204.3,75.263,,,773.25
2022-11-25,78.97,78.71,79.76,78.1,11.48,1334.35,83.63,85.5,86.87,83.59,85.31,76.28,77.51,79.9,76.22,266.45,124.37,124.5,126.5,120.345,33.44,288.46,291.69,295.0,279.02,3.58,214.7,240.0,240.0,240.0,,349.4,362.0,362.0,362.0,,440.73,440.31,441.6,439.67,134210.0,6712.48,6710.36,6725.0,6686.63,47930.0,14541.38,14547.58,14571.66,14498.05,46220.0,24718.81,24744.49,24803.45,24655.94,255540.0,8416.6,8391.7,8425.5,8378.2,135910.0,7486.67,7466.6,7497.23,7461.78,501390.0,203.48,245.3,224.18,505.38,462.2,712.94,321.55,481.97,289.0,336.91,191.11,238.35,32.14,32.441,105.532,203.5,74.135,2.6559,2.2838,766.25
2022-11-28,78.59,78.92,79.0,76.92,17.25,1307.56,83.19,83.58,84.1,80.61,102.56,77.24,75.93,77.84,73.6,405.03,123.282,126.0,126.2,115.98,51.17,291.28,291.0,301.0,275.78,6.19,249.0,243.0,250.0,240.75,0.03,379.0,380.0,380.0,380.0,0.01,437.85,439.54,439.83,436.5,167140.0,6665.2,6678.11,6693.92,6641.3,66210.0,14383.36,14471.1,14514.73,14374.15,53340.0,24440.88,24556.57,24600.04,24407.48,377820.0,8323.2,8380.7,8396.4,8316.7,125890.0,7474.02,7486.67,7496.8,7420.0,661710.0,201.98,242.89,221.75,499.22,454.76,716.33,319.07,476.31,284.47,335.08,191.31,236.54,31.527,31.691,103.721,212.15,74.655,2.6776,2.3126,760.75
2022-11-29,81.39,78.86,81.5,78.05,13.53,1299.45,83.03,82.41,86.0,82.39,67.93,78.2,76.54,79.65,76.29,381.87,132.286,124.0,133.09,123.0,36.71,322.34,300.0,326.0,300.0,5.83,260.0,256.0,260.0,256.0,0.19,387.4,390.0,390.0,390.0,0.03,437.29,438.76,440.16,437.02,174350.0,6668.97,6686.96,6695.86,6649.88,64660.0,14355.45,14404.67,14429.87,14327.04,51090.0,24465.95,24532.99,24562.38,24252.57,359520.0,8322.1,8348.5,8354.5,8282.8,145890.0,7512.0,7474.02,7543.09,7473.99,712720.0,208.65,251.07,224.48,502.98,466.99,727.61,326.1,480.43,290.1,341.98,191.6,238.91,31.884,31.809,105.247,215.15,75.455,2.7201,2.3457,763.5
2022-11-30,84.9,81.12,85.25,80.81,26.55,1337.09,85.43,83.77,85.67,83.61,9.05,80.56,78.75,81.34,78.41,,146.397,137.0,149.75,132.5,41.02,369.65,350.0,382.3,350.0,4.68,279.0,256.0,275.0,256.0,0.03,398.5,397.0,397.0,397.0,0.06,440.04,438.01,441.13,438.01,384800.0,6738.55,6706.67,6743.6,6678.75,137630.0,14397.04,14429.22,14487.7,14363.32,97640.0,24610.29,24585.4,24685.0,24474.55,681500.0,8363.2,8350.4,8364.6,8304.4,325060.0,7573.05,7512.0,7599.27,7512.0,1390000.0,218.91,260.09,231.15,510.08,478.79,737.18,339.72,483.47,308.01,357.82,198.96,244.53,33.853,32.89,112.112,222.8,77.662,2.8,2.4151,782.75
2022-12-01,84.88,84.63,88.69,83.91,22.09,1341.76,86.88,86.78,89.37,86.26,229.13,81.33,80.56,83.33,79.94,,139.258,147.5,164.965,136.225,46.87,344.2,405.0,406.25,335.69,4.31,266.0,269.0,281.5,265.0,0.0,385.0,385.0,385.0,385.0,0.01,443.96,441.56,445.05,441.56,216050.0,6753.97,6784.6,6791.31,6730.55,76830.0,14490.3,14543.8,14563.7,14423.79,61600.0,24685.67,24805.53,24857.02,24598.67,619550.0,8407.9,8426.2,8469.0,8381.8,209720.0,7558.49,7573.05,7599.7,7552.29,642830.0,215.44,256.24,237.36,510.48,491.45,754.01,347.8,483.36,308.34,363.0,200.97,250.13,34.431,33.547,112.093,226.85,77.072,2.753,2.3897,796.5
2022-12-02,87.98,85.03,87.98,84.45,16.95,1352.52,85.55,86.69,87.68,85.17,141.36,80.3,81.32,82.19,79.68,,135.562,140.0,143.0,125.385,42.81,336.31,348.0,348.0,319.0,4.61,267.0,268.0,268.0,268.0,0.0,391.0,391.0,391.0,391.0,,443.29,442.81,444.45,439.43,169890.0,6742.25,6728.86,6767.72,6689.76,73970.0,14529.39,14465.7,14584.59,14372.42,55190.0,24621.72,24625.37,24701.67,24414.63,354860.0,8382.6,8390.0,8414.1,8342.3,146280.0,7556.23,7558.49,7570.46,7507.98,540210.0,224.08,264.84,243.82,512.79,491.42,754.67,354.26,487.3,312.03,368.35,205.41,256.29,33.652,33.26,109.807,227.1,76.603,2.7248,2.3751,786.25
2022-12-05,87.17,87.85,88.28,85.4,18.11,1347.53,82.66,85.7,88.2,82.53,193.04,77.4,81.13,82.71,76.78,,134.699,142.95,148.0,132.35,36.87,335.38,355.0,357.0,330.25,3.85,262.25,262.25,262.25,262.25,0.08,400.5,405.0,405.0,400.0,0.01,441.47,442.94,443.36,440.93,140020.0,6696.96,6728.71,6738.97,6685.52,65000.0,14447.61,14487.43,14507.16,14394.37,50080.0,24547.84,24606.7,24674.02,24495.36,271910.0,8370.1,8372.8,8395.7,8358.8,103860.0,7567.54,7556.23,7598.21,7547.76,509140.0,222.72,263.57,242.76,518.56,495.14,763.98,358.45,492.82,315.59,373.67,209.83,255.06,34.446,33.67,111.75,230.35,74.515,2.6394,2.3367,776.5
2022-12-06,88.61,87.13,89.48,86.0,19.77,1315.22,79.67,83.19,83.69,79.05,225.87,74.47,77.41,77.88,73.43,,138.488,138.0,141.25,133.7,35.67,346.32,345.0,352.0,335.7,3.5,266.65,266.65,266.65,266.65,0.03,408.8,408.8,408.8,408.8,0.01,438.92,440.94,441.49,437.52,195380.0,6687.79,6677.49,6704.74,6656.93,68970.0,14343.19,14406.87,14471.5,14305.26,50930.0,24265.45,24511.16,24582.29,24265.45,463520.0,8331.9,8332.6,8355.9,8296.4,123950.0,7521.39,7567.54,7567.64,7521.39,805280.0,222.98,264.46,251.46,530.58,501.87,745.29,367.16,502.55,318.67,380.62,217.06,261.38,34.794,33.963,113.036,230.3,72.517,2.6172,2.2945,751.0
2022-12-07,88.19,88.29,88.67,86.13,20.68,1310.04,77.59,80.07,80.79,77.32,207.04,72.58,74.47,75.36,71.75,,149.245,137.0,150.335,137.0,41.15,374.49,350.0,377.75,349.77,4.13,263.3,263.3,263.3,263.3,0.01,405.65,405.0,405.0,405.0,0.01,436.2,438.03,438.74,435.39,171420.0,6660.59,6687.34,6696.65,6642.44,70960.0,14261.19,14304.95,14372.35,14218.18,52790.0,24241.35,24255.86,24428.77,24155.42,317700.0,8290.5,8308.1,8344.0,8279.8,129310.0,7489.19,7521.39,7567.23,7489.19,726990.0,225.24,267.2,262.92,543.06,502.75,769.66,378.63,517.23,328.79,389.96,226.99,271.69,35.678,35.193,115.882,233.1,70.498,2.5591,2.2346,743.75
2022-12-08,88.93,88.15,89.54,87.62,17.0,1316.39,76.59,77.9,79.49,76.19,209.68,72.06,72.57,75.39,71.14,,138.893,154.75,159.005,134.0,45.43,349.59,390.0,396.52,336.49,4.72,256.5,256.5,256.5,256.5,0.04,395.5,395.5,395.5,395.5,0.01,435.47,436.14,436.51,434.12,148450.0,6647.31,6677.0,6679.57,6629.36,67340.0,14264.56,14277.75,14298.81,14196.77,47360.0,24207.42,24277.6,24299.84,24103.31,243500.0,8225.2,8307.9,8308.6,8225.2,118770.0,7472.17,7489.19,7507.98,7469.12,637240.0,220.07,261.2,255.16,543.17,502.68,767.16,370.86,517.98,324.14,383.39,217.35,269.07,35.009,34.24,113.404,224.9,69.639,2.5628,2.2071,735.25
2022-12-09,87.73,88.65,89.16,86.75,15.17,1319.86,76.6,77.15,77.81,75.64,157.0,71.5,72.07,72.92,70.11,,139.113,140.0,147.0,134.005,39.17,345.91,344.0,365.0,337.99,3.26,260.9,258.0,261.0,252.0,0.03,402.5,405.0,405.0,400.0,0.03,439.13,436.38,439.31,434.94,181480.0,6677.64,6671.78,6680.09,6618.27,73550.0,14370.72,14325.8,14385.57,14217.96,52570.0,24277.49,24333.38,24333.38,23940.98,396140.0,8289.2,8262.9,8293.7,8194.9,131660.0,7476.63,7472.17,7498.04,7431.44,669400.0,221.89,263.27,256.1,548.66,505.26,767.27,371.8,523.14,328.27,384.02,219.99,268.12,35.263,34.835,114.278,225.9,70.37,2.546,2.2083,734.0
2022-12-12,89.81,87.5,90.41,87.4,17.5,1322.84,78.34,77.34,78.89,75.67,158.37,73.44,71.89,73.98,70.25,,136.59,137.75,138.8,126.625,40.09,339.05,331.0,346.0,320.0,4.09,250.25,261.0,261.0,259.0,0.01,400.25,401.0,401.0,401.0,0.0,436.98,437.88,438.0,435.67,151520.0,6650.55,6647.9,6681.3,6634.97,62590.0,14306.63,14300.43,14366.39,14262.6,46460.0,24303.68,24173.2,24352.55,24132.58,345230.0,8258.9,8260.5,8270.2,8222.5,116660.0,7445.97,7476.63,7476.63,7438.87,599810.0,220.46,261.63,256.63,520.27,478.24,745.3,338.81,498.67,302.54,357.52,215.33,262.49,34.852,34.508,113.182,218.85,71.599,2.6086,2.2439,748.75
2022-12-13,88.99,90.15,90.15,87.16,21.22,1343.18,80.86,78.53,81.34,78.41,201.46,75.19,73.42,76.36,73.22,,137.529,136.415,141.9,134.0,32.22,341.32,338.0,350.0,335.0,6.29,247.0,247.0,247.0,247.0,,404.5,405.0,405.0,405.0,0.02,442.6,437.29,447.11,436.47,202450.0,6744.98,6672.22,6823.1,6642.09,86740.0,14497.89,14345.88,14675.84,14302.49,68060.0,24636.94,24396.0,24899.2,24292.39,464190.0,8327.7,8266.0,8415.7,8213.2,206580.0,7502.89,7445.97,7553.36,7428.98,687820.0,220.48,261.66,256.58,512.35,463.26,728.81,324.88,500.0,292.72,348.22,218.68,260.4,35.349,35.205,113.668,214.5,72.465,2.6574,2.279,757.5
2022-12-14,86.19,88.44,89.4,84.76,24.19,1360.65,82.75,80.53,83.22,80.31,178.26,77.27,75.19,77.74,74.91,,131.511,133.0,135.5,126.55,42.65,324.89,332.0,336.75,317.51,5.74,240.6,240.6,240.6,240.6,0.09,404.0,404.0,404.0,404.0,0.04,442.51,441.79,442.67,439.53,181900.0,6730.79,6727.75,6733.85,6694.33,76950.0,14460.2,14453.54,14470.74,14375.95,59750.0,24573.93,24588.27,24666.68,24514.09,314550.0,8360.6,8322.4,8360.6,8297.9,160330.0,7495.93,7502.89,7504.49,7461.68,744830.0,214.14,257.82,243.43,494.46,447.38,718.86,311.7,470.49,287.75,340.29,202.47,245.58,34.654,34.152,111.441,211.2,73.363,2.7119,2.3312,773.75
2022-12-15,85.2,86.19,87.64,85.0,19.65,1335.02,81.32,82.84,83.18,80.92,162.08,76.25,77.26,77.76,75.38,,134.767,130.0,136.2,130.0,39.94,337.13,328.0,340.5,328.0,8.07,240.0,240.0,240.0,240.0,,401.9,403.0,403.0,403.0,0.01,429.91,440.15,440.15,429.5,211060.0,6522.77,6674.29,6680.22,6503.0,103760.0,13986.23,14351.31,14363.12,13982.59,87470.0,23726.05,24423.79,24480.57,23726.05,568090.0,8218.8,8314.8,8332.4,8195.9,216850.0,7426.17,7495.93,7495.93,7411.07,616550.0,213.24,259.29,242.94,484.69,443.07,716.08,310.22,460.25,285.9,339.46,197.43,244.17,34.782,34.393,112.022,207.75,71.729,2.6679,2.2807,756.25
2022-12-16,83.68,85.24,86.33,83.07,14.7,1307.56,79.49,81.44,81.87,78.76,236.09,74.45,76.24,76.57,73.33,,115.451,132.5,132.5,114.25,49.46,288.42,318.25,318.25,285.25,5.02,234.2,234.2,234.2,234.2,0.01,403.0,405.0,405.0,405.0,0.1,424.74,429.31,429.89,423.41,447210.0,6452.63,6505.63,6515.7,6418.95,156200.0,13893.07,13978.44,14011.26,13815.24,168810.0,23688.16,23738.67,23814.76,23505.34,668730.0,8112.5,8188.8,8192.1,8079.8,387740.0,7332.12,7426.17,7429.29,7305.72,1830000.0,203.24,244.29,224.12,474.82,427.94,712.92,297.83,448.48,282.25,331.78,177.88,240.11,31.635,30.254,102.7,201.6,70.452,2.6033,2.2295,740.25
2022-12-19,84.69,86.57,86.65,83.85,1.11,1297.59,80.14,79.49,81.19,79.02,164.92,75.89,75.54,76.59,74.04,,108.543,115.0,117.0,106.29,38.36,270.07,281.34,281.34,265.37,3.86,230.5,230.5,230.5,230.5,,401.35,401.35,401.35,401.35,,425.87,425.38,427.75,425.38,141440.0,6473.29,6470.93,6510.46,6470.93,64480.0,13942.87,13934.75,14001.37,13927.05,48850.0,23683.54,23764.54,23911.84,23660.58,335970.0,8136.8,8122.3,8180.3,8109.4,129230.0,7361.31,7332.12,7385.38,7332.12,517590.0,197.5,237.78,225.28,457.79,428.3,709.37,290.52,430.54,276.4,325.67,179.78,244.21,30.041,28.917,98.04,195.8,70.711,2.6065,2.2572,742.75
2022-12-20,86.87,84.6,88.02,83.85,0.73,1292.94,80.53,80.6,81.19,79.0,184.12,76.23,75.77,76.96,74.46,,105.688,105.0,115.74,100.2,45.14,262.56,252.0,277.59,249.0,6.47,230.45,233.95,233.95,233.95,0.0,400.05,400.05,400.05,400.05,,424.18,424.12,425.51,421.56,185550.0,6450.43,6418.69,6468.94,6388.23,74260.0,13884.66,13829.9,13931.29,13791.52,56020.0,23718.25,23411.09,23758.6,23353.17,371100.0,8185.2,8080.3,8216.9,8059.5,181950.0,7370.62,7361.31,7389.92,7302.82,788280.0,195.32,235.78,228.84,460.46,434.55,721.87,294.03,434.11,274.9,327.0,181.6,248.58,29.354,28.396,95.434,183.1,71.161,2.6441,2.2822,742.75
2022-12-21,85.6,86.22,86.22,84.25,1.74,1309.41,82.58,80.53,82.92,80.06,178.09,78.24,76.0,78.56,75.81,,97.752,103.0,103.0,96.16,38.97,241.95,239.58,247.4,238.99,5.44,228.0,228.0,228.0,228.0,0.0,401.4,401.4,401.4,401.4,0.01,431.44,425.33,431.46,425.33,149090.0,6580.24,6469.11,6586.48,6467.57,70960.0,14097.82,13944.69,14099.75,13912.17,44590.0,24111.97,23820.0,24111.97,23757.35,332790.0,8302.3,8220.0,8312.2,8201.7,146340.0,7497.32,7370.62,7498.48,7368.72,498970.0,188.42,230.57,228.23,441.42,413.04,700.97,268.82,413.4,243.42,297.73,182.0,247.55,28.364,27.778,92.632,181.75,72.363,2.6959,2.3259,761.25
2022-12-22,86.85,85.71,87.95,84.95,0.49,1289.84,81.67,82.93,84.21,81.35,211.18,78.45,78.47,79.88,77.03,,91.938,95.75,95.995,90.42,38.88,226.9,234.91,237.75,224.25,7.55,229.5,230.0,230.0,230.0,0.0,400.65,400.65,400.65,400.65,,427.26,431.42,433.51,426.8,118340.0,6517.97,6587.5,6614.35,6503.88,56190.0,13914.07,14113.01,14160.87,13890.54,42890.0,23813.3,24126.21,24191.81,23786.29,280810.0,8272.1,8314.4,8338.6,8257.6,122260.0,7469.28,7497.32,7540.31,7463.54,402110.0,187.73,229.51,229.4,433.2,403.01,676.41,265.0,405.97,208.35,278.67,187.29,246.7,27.603,26.617,90.405,175.35,71.734,2.6527,2.3066,753.0
2022-12-23,86.85,87.46,88.05,86.08,0.33,1282.93,84.5,82.32,84.7,81.83,180.4,79.34,78.44,80.31,78.0,,82.977,88.0,88.6,81.0,45.33,200.11,218.0,218.0,198.0,6.05,228.7,228.7,228.7,228.7,,401.1,401.1,401.1,401.1,,427.45,427.31,429.42,426.12,83400.0,6504.9,6513.2,6533.58,6476.05,42980.0,13940.93,13945.59,14000.68,13874.5,28740.0,23877.55,23830.13,23938.36,23772.87,253040.0,8269.1,8280.3,8313.7,8236.1,103240.0,7473.01,7469.28,7496.4,7462.8,222850.0,179.86,220.05,226.52,423.7,394.88,653.81,262.14,401.02,206.34,272.84,182.18,238.39,26.57,25.601,87.038,174.55,74.153,2.736,2.3852,753.0
2022-12-27,86.08,85.92,88.5,85.55,0.3,1264.05,84.68,85.0,86.1,84.19,160.09,79.77,80.97,81.17,79.17,,80.043,80.0,84.245,76.85,11.42,,,,,,223.35,223.35,223.35,223.35,,400.5,400.5,400.5,400.5,,428.0,428.28,429.97,427.78,48800.0,6550.66,6559.63,6579.33,6543.26,33010.0,13995.1,14047.42,14063.14,13966.35,22980.0,23855.86,24033.41,24081.45,23807.83,216140.0,8270.1,8307.4,8332.5,8266.8,91610.0,,,,,,179.86,220.05,227.21,423.03,384.26,664.46,251.84,386.88,200.82,262.52,187.34,244.68,26.065,25.537,85.179,168.55,74.472,2.775,2.3717,788.75
2022-12-28,84.13,86.02,86.02,83.85,0.9,1257.29,83.26,84.6,84.76,81.92,57.56,78.6,79.75,79.88,77.33,,81.351,80.0,84.635,76.18,32.53,188.5,192.5,199.99,182.25,4.76,227.35,227.35,227.35,227.35,,402.1,402.5,402.5,402.5,0.0,427.46,428.53,430.51,427.22,99510.0,6510.49,6561.5,6572.12,6505.67,40110.0,13925.6,14013.72,14018.47,13914.62,27580.0,23770.44,23849.55,23913.47,23721.01,283940.0,8258.5,8275.4,8319.4,8252.3,97670.0,7497.19,7473.01,7547.0,7473.01,416730.0,182.48,223.67,225.77,388.08,377.29,648.02,245.85,357.0,185.54,235.15,186.9,244.16,25.973,25.329,85.114,166.9,73.983,2.7367,2.3632,764.0
2022-12-29,82.36,83.85,83.85,81.87,0.47,1273.09,82.26,82.88,83.14,81.28,10.99,78.61,78.61,78.83,76.81,,83.83,81.4,86.2,80.125,19.9,194.21,190.5,203.0,190.5,5.71,227.85,227.85,227.85,227.85,,404.15,404.15,404.15,404.15,,430.35,426.84,430.48,425.1,98910.0,6573.47,6486.65,6577.08,6474.73,41260.0,14071.72,13890.81,14071.72,13871.32,30730.0,24056.55,23688.99,24064.64,23645.0,287290.0,8318.3,8237.6,8321.9,8208.7,117200.0,7512.72,7497.19,7516.36,7434.64,351680.0,183.8,224.09,227.98,377.43,371.82,659.56,244.56,349.59,193.19,233.17,189.73,245.97,26.389,26.279,86.057,168.2,72.883,2.706,2.3543,753.25
2022-12-30,79.4,82.0,82.8,78.23,1.8,1272.51,85.91,83.71,86.0,82.88,168.65,80.47,78.59,80.57,77.72,,76.315,84.1,84.1,71.5,36.11,186.05,208.5,208.5,176.25,2.82,228.35,187.5,187.5,187.5,,404.15,390.0,390.0,390.0,,424.89,430.02,430.02,424.84,87460.0,6473.76,6533.12,6540.51,6470.64,42840.0,13923.59,14005.84,14008.97,13922.55,24350.0,23706.96,23924.0,23956.21,23702.2,252890.0,8229.1,8290.3,8290.4,8221.7,121410.0,7451.74,7512.72,7512.92,7451.74,253960.0,175.53,215.29,224.18,357.75,362.08,623.14,230.11,340.48,186.96,227.51,180.52,234.61,24.346,24.452,79.634,167.5,74.511,2.752,2.4267,757.25
2023-01-02,83.67,80.17,83.68,80.17,0.21,1271.84,,,,,,80.47,80.57,80.61,80.18,,77.017,70.3,81.15,70.3,6.41,,,,,,,,,,,,,,,,428.95,425.9,429.49,425.9,57400.0,6594.57,6521.07,6601.11,6518.21,47390.0,14069.26,13992.71,14095.91,13976.44,34980.0,24158.28,23868.5,24158.28,23861.97,273450.0,8369.7,8297.9,8384.9,8283.7,92190.0,,,,,,,,214.17,361.45,348.41,631.47,218.31,334.03,185.24,239.08,162.16,216.23,,,81.457,,,,,
2023-01-03,80.42,83.0,83.0,79.49,0.91,1257.95,82.1,85.96,87.0,81.78,302.86,77.12,80.66,81.62,76.81,139.84,72.314,79.0,79.0,70.73,39.75,171.18,187.0,187.0,168.28,6.01,187.25,187.0,189.0,185.0,0.18,393.1,396.0,396.0,392.0,0.14,434.18,430.01,436.88,430.01,198500.0,6623.89,6580.09,6696.1,6580.09,73990.0,14181.67,14116.07,14293.87,14083.76,57910.0,24436.47,24164.72,24611.64,24111.24,460540.0,8397.4,8366.9,8454.3,8327.4,164670.0,7554.09,7451.74,7626.4,7448.69,913390.0,174.58,214.92,217.24,349.33,346.34,628.43,212.93,318.76,184.74,240.7,171.22,218.6,23.68,24.249,78.372,164.05,72.584,2.6389,2.3323,754.25
